,ko00540,ko02010,ko00290,ko04122,ko00630,ko04540,ko00521,ko05204,ko03020,ko00362,ko04626,ko00620,ko04011,ko00250,ko04112,ko00260,ko03030,ko00330,ko00520,ko00440,ko04146,ko00030,ko02040,ko00564,ko00740,ko00340,ko00590,ko05134,ko00790,ko03430,ko00910,ko00770,ko00300,ko00860,ko05110,ko03420,ko00310,ko03018,ko00680,ko00311,ko04066,ko00670,ko00240,ko05111,ko02030,ko04070,ko00480,ko00071,ko03440,ko00020,ko00052,ko00627,ko03410,ko00550,ko02060,ko04974,ko00780,ko05142,ko00960,ko01053,ko00750,ko00660,ko00281,ko00791,ko04510,ko00908,ko00561,ko00040,ko05150,ko00760,ko00940,ko00500,ko00450,ko04142,ko01040,ko00785,ko00511,ko00930,ko00360,ko00361,ko00633,ko04010,ko00920,ko03060,ko00430,ko04113,ko05340,ko05143,ko00941,ko00363,ko00983,ko00625,ko00640,ko00062,ko03013,ko00562,ko00720,ko00945,ko04740,ko00140,ko00380,ko04514,ko04151,ko05203,ko04330,ko00591,ko00460,ko04310,ko04144,ko05200,ko05030,ko00510,ko00120,ko05100,ko04080,ko05010,ko04910,ko05219,ko04141,ko03040,ko00600,ko04111,ko05014,ko04110,ko04520,ko04976,ko04630,ko00621,ko05132,ko04210,ko03050,ko00830,ko00053,ko00565,ko00906,ko05032,ko00563,ko04145,ko04940,ko00100,ko04020,ko04270,ko00710,ko04810,ko05012,ko04710,ko00514,ko05146,ko04114,ko03015,ko05152,ko04120,ko00195,ko05322,ko04340,ko00513,ko05202,ko05133,ko04012,ko05016,ko04140,ko03008,ko04512,ko05034,ko00232,ko04621,ko04530,ko00531,ko05310,ko04150,ko04260,ko04115,ko00624,ko03022,ko05166,ko04130,ko03450,ko04970,ko04360,ko04972,ko03320,ko05130,ko05144,ko04350,ko04380,ko04064,ko00622,ko05131,ko00312,ko04612,ko00592,ko04062,ko05410,ko05412,ko04013,ko00253,ko00532,ko04610,ko00601,ko00534,ko05161,ko04623,ko04666,ko04744,ko04973,ko05168,ko04672,ko00909,ko04060,ko04742,ko00512,ko04723,ko04075,ko00901,ko00643,ko00364,ko00984,ko04962,ko05160,ko05164,ko05222,ko05020,ko04622,ko00522,ko04975,ko04971,ko00603,ko00904,ko04650,ko00980,ko05215,ko04670,ko04722,ko04950,ko04320,ko04930,ko00533,ko04964,ko04712,ko04614,ko02020,ko00280,ko00970,ko00230,ko03070,ko00650,ko00051,ko00190,ko00400,ko00730,ko00010,ko00061,ko03010,ko00270,ko00130,ko05120,ko00900,ko00350,ko04640,ko04966,ko00903,ko01057,ko00351,ko00523,ko01056,ko05323,ko04912,ko00196,ko04711,ko05211,ko04370,ko05416,ko05145,ko04960,ko05220,ko00604,ko04745,ko05169,ko05320
KL0019,37,459,32,62,36,0,22,16,80,20,12,74,4,231,246,232,111,93,56,0,44,70,12,37,20,50,8,8,12,4,56,42,86,146,0,96,16,100,12,2,49,18,79,2,88,12,24,2,60,24,52,4,42,76,62,4,10,4,0,22,14,0,40,0,4,28,18,18,4,58,6,60,8,0,4,0,12,4,18,16,12,0,8,8,0,0,0,0,0,0,0,0,4,0,12,10,8,6,0,2,0,0,8,6,0,0,4,0,5,6,0,0,0,0,0,0,0,0,0,36,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,66,293,170,122,4,68,116,88,76,56,60,154,480,54,28,48,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0020,266,99056,22120,10246,1382,4,8282,26,26546,580,3052,21114,478,41796,20834,41825,36760,12056,17290,1166,7468,19120,84,11940,4212,14330,502,2478,12444,6202,5841,8130,19020,24540,0,21330,4868,34310,3448,98,11193,10207,23439,794,1900,2782,8422,10,21276,6338,19005,616,10549,29640,27362,6,1170,1706,36,4516,2863,2,36,2,6,1892,7920,2138,4654,11426,932,13199,3544,1480,658,1198,2362,0,66,12,64,0,24,2318,2,554,672,0,6,0,10,2,8,0,2632,16,6162,1473,0,2,18,0,2684,2756,0,0,0,2,38,2178,6,770,2,340,22,330,1846,8,4,42,544,4,0,20,0,0,0,0,0,582,902,0,48,0,4,0,12,0,0,12,2,0,0,10,8,0,0,4,0,2,2,4,6,0,0,0,4,0,0,0,0,8,0,0,0,28,6,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30386,6508,92696,52415,24716,3214,10860,23368,23786,8239,27433,11866,64481,27190,7060,1870,14048,6712,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
KL0021,675,8615,1632,457,356,4,538,71,1585,86,264,1831,112,2469,1538,2918,2670,1404,1511,130,430,1305,56,802,284,1056,74,88,638,642,504,564,1436,1738,0,1064,188,1755,274,12,492,732,1705,137,267,340,921,62,1618,474,1426,60,773,1961,2108,14,298,12,0,88,134,0,28,8,4,122,750,418,432,855,132,1333,190,142,24,92,376,0,92,12,177,10,154,182,12,32,82,0,2,0,12,0,12,2,290,32,518,2,0,16,12,6,34,222,0,0,4,2,56,102,0,22,6,38,0,98,304,10,88,196,50,118,12,126,8,0,16,0,38,70,72,4,42,24,2,0,0,64,4,62,0,6,0,20,52,0,10,8,4,32,6,28,22,0,4,16,0,0,20,0,30,12,0,6,0,0,12,8,0,22,2,0,12,40,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2305,506,5746,3653,1664,212,494,1836,1560,416,1439,1066,4142,2292,450,162,900,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KL0022,1102,8381,1020,584,818,2,510,252,1733,444,178,1835,54,2958,1414,3860,1882,2496,888,160,846,1120,748,724,371,1006,218,146,492,416,1080,736,1552,2256,16,892,306,1688,266,250,579,544,1042,178,1740,280,544,222,1434,736,582,282,670,1597,744,40,272,70,8,484,432,24,712,54,4,78,648,312,100,762,98,838,132,104,132,70,76,58,444,142,76,0,354,136,78,8,44,6,30,20,74,26,258,0,118,154,192,88,0,82,38,2,162,236,0,26,102,0,22,180,42,48,0,28,0,6,8,4,0,10,0,0,6,6,0,0,0,2,24,0,20,2,12,0,0,0,0,8,0,0,2,0,8,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6159,2036,4372,3268,4186,258,902,2056,1158,506,1605,1092,2367,1718,642,294,650,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0023,95,991,122,62,34,3,100,9,296,24,37,239,11,527,254,453,413,196,202,6,84,292,2,91,58,175,8,24,43,119,34,113,274,135,3,274,16,316,57,3,132,121,233,2,25,39,123,0,293,127,260,5,123,270,209,21,51,9,4,5,36,0,4,0,4,14,89,122,57,162,36,250,41,31,9,4,19,0,7,8,24,0,15,56,0,4,1,0,0,0,0,0,5,0,20,6,42,0,1,0,6,0,11,34,0,0,0,4,10,23,0,9,14,0,0,29,2,2,33,39,0,5,0,11,0,0,1,3,10,2,11,0,0,1,0,0,8,6,1,9,2,0,8,1,15,0,2,4,2,10,0,0,0,4,4,4,0,0,0,0,4,0,0,0,0,0,6,11,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,90,879,646,287,28,126,217,118,145,206,168,487,503,113,45,144,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0024,4558,159905,38104,19816,1718,18,12842,14,50562,346,6610,34676,460,89111,40714,86652,72828,17088,35407,1582,17670,38872,202,17460,12508,17892,822,6804,23698,9056,16504,19310,35752,37050,0,52428,12178,78284,9270,96,22736,18194,42784,1196,1916,4198,16986,26,44451,22138,30642,248,20224,47562,41278,1098,3098,4686,2,10488,6316,148,68,14,4,4910,12436,5789,2294,22340,1610,14872,5296,2238,1444,2780,2584,2,90,42,430,0,58,4334,4,1664,554,20,8,0,0,4,340,0,3620,504,10474,2970,0,4,46,0,9012,4658,0,0,0,2,0,5704,0,2258,0,216,2,718,986,192,156,28,40,0,2,0,0,0,0,0,504,168,2338,54,400,8,6,0,0,0,0,0,0,0,58,0,0,0,0,178,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,2,614,0,0,0,0,60,0,0,0,0,0,6,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,63516,14614,181917,100803,44920,5530,23668,41370,47246,20069,58126,20809,121508,61868,21256,2190,31331,5590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0025,14,186,13,13,8,0,14,2,16,8,0,24,2,57,70,54,51,38,17,4,18,28,12,16,8,4,8,0,7,7,21,16,31,61,2,19,5,34,3,5,11,11,16,3,36,14,19,6,21,9,19,0,12,17,21,1,5,0,0,7,13,0,10,0,0,1,9,6,1,23,3,26,4,3,0,0,2,3,6,2,5,0,11,1,1,0,0,0,0,0,1,0,3,0,1,3,11,3,0,0,0,0,4,1,0,0,1,0,0,0,0,5,0,0,0,1,1,0,0,13,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,32,78,48,65,1,14,32,18,11,34,22,38,215,18,4,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0026,265,1801,323,107,80,1,127,19,512,12,90,525,19,830,435,729,608,330,290,23,205,330,8,188,97,191,24,73,147,165,216,111,342,346,14,272,71,499,104,0,111,182,355,28,60,71,134,4,401,197,212,2,195,485,256,3,48,5,1,4,48,1,7,1,0,18,159,42,62,166,18,286,30,40,9,17,41,0,22,0,30,2,49,41,1,4,8,0,1,0,0,0,22,0,36,19,71,7,0,0,19,0,31,36,0,0,0,0,2,40,0,1,0,0,0,3,1,3,5,8,6,1,1,0,0,0,1,0,0,8,4,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,94,1450,921,456,30,136,735,302,145,405,238,953,577,171,71,244,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0027,1656,19068,2095,1170,2194,0,764,720,2775,1144,260,3109,104,4963,2247,6712,3060,5193,1498,406,1736,1508,1696,1450,590,2214,650,200,643,574,2306,1248,2694,3924,212,1416,690,2426,522,600,706,612,1512,360,4410,354,936,442,2151,1147,684,646,1276,2276,1190,22,594,116,50,2038,680,0,1634,134,2,118,1335,448,328,1336,146,1057,276,40,264,86,100,152,1358,337,184,0,840,168,166,6,90,42,88,30,136,36,596,2,196,488,222,150,0,168,106,0,292,206,0,74,214,0,0,362,90,16,0,8,0,8,8,4,2,20,0,0,2,0,0,0,0,16,2,10,0,0,56,0,0,0,0,0,0,0,0,0,6,0,0,4,0,10,0,2,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14250,4292,5915,5126,7441,770,1274,3644,1938,708,2594,1994,3493,2990,1484,406,1042,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0028,487,4750,684,424,148,0,302,29,1218,26,156,1090,18,2185,1273,2302,1744,572,1034,48,418,844,58,566,360,440,52,158,434,436,534,444,816,1046,0,1134,266,1794,334,2,456,460,1166,86,158,110,414,8,1138,548,800,22,562,1152,676,68,202,78,2,118,174,8,12,0,4,90,406,338,50,585,60,629,156,136,34,60,62,0,14,8,18,0,54,130,0,16,4,0,4,0,8,0,12,0,90,6,222,18,0,0,38,0,206,92,0,0,0,0,2,152,2,46,0,10,10,10,0,4,12,12,2,0,0,0,0,0,0,0,48,6,36,10,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914,408,4150,2588,1330,74,720,1076,1024,428,1340,592,2750,1522,442,164,802,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0029,34,240,25,22,7,0,11,8,45,0,9,59,2,104,78,98,90,23,34,0,14,35,1,21,9,33,0,5,16,20,30,15,42,43,0,40,20,121,7,0,6,24,44,7,11,0,34,0,69,18,33,7,36,50,41,0,10,1,0,3,8,1,0,0,0,2,16,24,1,20,1,20,1,4,6,2,1,0,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,1,13,2,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,151,134,43,3,22,60,63,23,71,17,96,230,16,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0031,3344,36788,4790,2934,3178,0,2336,944,6698,1344,1010,7210,232,12517,5360,13742,7840,8370,4570,484,2854,4858,2550,3376,1444,3746,816,640,1982,1810,3764,2494,5026,7774,282,4236,1932,7940,1284,676,2300,1954,4946,604,5708,852,2534,554,5740,3012,3106,718,2570,6418,4106,64,918,282,120,1978,1084,0,1892,130,4,330,2880,1422,554,3700,448,3138,856,534,430,390,266,176,1198,424,448,0,1240,512,360,66,182,32,90,42,88,60,634,0,542,904,1086,300,2,194,198,0,782,726,0,80,0,0,6,660,142,100,0,76,6,12,76,160,0,0,38,0,6,18,2,0,2,4,48,34,94,6,20,6,4,10,0,2,0,0,2,0,0,0,0,2,0,66,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23861,5892,19067,12947,14264,890,3074,8609,5194,2066,6856,4332,11500,8296,2986,764,3170,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0035,32170,237016,39206,15508,41897,22,31997,21490,54411,6084,9077,70150,2464,129379,44620,122816,59965,82167,37831,6792,44775,45848,54883,37618,19008,47198,14472,5595,14163,11353,9498,25784,45424,55881,18,41502,19220,64136,7860,4982,14025,17071,33168,1172,73317,10530,26435,5010,55795,32512,20786,1816,40987,68383,10000,6650,17863,6576,2723,14607,9727,202,7771,1046,30,3040,26302,13759,5710,45497,10006,27032,7319,11516,10502,3034,402,1004,28542,13514,3074,22,17661,5346,2552,3386,1166,0,522,192,1396,0,15999,24,3862,11740,11505,112,0,2094,13430,2,10574,4130,8,1736,0,6,158,4708,360,2782,1956,4,12,318,10,376,596,278,684,370,22,376,22,0,114,1172,0,24,738,96,8160,12,462,76,98,110,10,90,8,0,0,58,208,0,36,2800,24,94,2840,102,0,12,26,66,34,0,42,12,118,42,0,6,0,2,26,0,0,26,0,1204,370,80,0,40,24,0,0,2,16,12,0,0,2,4,398,0,698,0,4,0,4018,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,502,130,14,0,0,12,16,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263599,86936,138458,115733,123122,10738,32198,108550,45294,18771,65271,54250,78872,72117,32348,708,26245,22682,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
KL0036,0,38,2,10,2,2,0,0,6,0,0,16,0,346,100,16,10,6,16,0,12,12,0,0,0,0,0,0,2,0,4,4,12,12,0,18,0,4,2,0,23,2,0,4,22,16,16,0,16,2,8,0,2,8,6,0,4,0,0,0,2,0,0,0,4,0,4,8,0,16,0,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,42,30,12,0,6,11,14,48,10,2,6,298,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0037,52,381,66,10,32,0,36,10,59,8,0,85,0,98,246,118,79,92,20,2,58,76,40,22,6,52,30,18,24,12,42,36,48,78,0,38,40,83,22,0,14,22,38,0,48,14,19,0,60,62,33,4,30,82,8,0,18,0,4,0,2,0,20,0,0,2,18,14,2,36,0,39,10,20,12,4,6,0,32,2,0,2,16,0,0,6,0,0,0,0,6,0,8,0,6,12,4,4,0,0,4,0,2,0,0,0,2,0,2,2,0,0,5,0,2,0,0,0,1,4,0,0,2,6,0,0,0,6,0,0,2,0,10,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,74,215,110,139,34,33,152,62,33,77,36,120,408,38,12,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0039,860,11801,1049,638,842,0,354,140,882,548,114,2103,18,1989,1071,2808,1088,2215,982,198,234,1436,298,942,298,706,188,64,278,310,686,476,686,1550,0,498,624,1013,366,0,332,361,720,135,526,156,751,328,827,513,1202,192,328,1216,2588,0,292,102,0,672,434,10,22,38,0,38,868,1714,13,708,274,1786,100,82,72,152,28,0,710,154,98,2,326,90,16,0,38,0,0,0,42,0,96,0,142,392,34,10,0,146,134,0,98,150,0,0,0,0,4,60,0,0,0,2,0,0,4,70,2,2,0,0,0,0,0,2,0,16,0,4,0,0,386,0,0,0,0,2,0,0,4,0,52,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,1014,2586,2265,1795,112,808,1384,918,308,1830,496,930,2011,902,224,383,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0040,16,103,26,12,14,0,4,0,37,0,10,12,0,40,94,42,10,36,8,0,8,8,0,12,0,14,4,2,3,24,8,6,14,14,0,12,16,16,2,0,4,14,6,0,4,2,9,0,26,26,6,0,8,24,6,4,0,0,0,2,4,0,4,2,2,0,13,8,2,14,0,15,0,2,4,0,0,0,10,1,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,18,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,53,42,27,22,0,30,32,14,20,18,30,392,6,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
KL0041,2,49,0,12,0,0,0,4,0,0,0,25,0,16,58,6,10,8,4,0,8,0,0,1,6,0,0,0,2,0,15,4,2,2,0,6,0,4,0,0,2,0,2,0,12,4,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,8,2,0,0,8,0,0,12,6,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18,12,2,0,4,2,4,0,0,4,2,260,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0042,10,99,16,4,16,0,2,6,26,0,4,9,2,36,114,46,24,8,8,2,16,16,8,4,0,28,4,0,0,0,8,4,18,44,0,0,6,32,6,0,4,6,26,0,14,12,12,4,36,14,0,4,24,12,12,8,0,0,10,0,8,0,8,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,6,8,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,22,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,14,52,30,6,12,36,8,0,12,16,46,318,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0043,30,86,38,12,18,0,14,8,32,0,0,20,0,48,118,22,24,12,32,0,12,6,0,0,12,4,16,0,0,0,6,4,8,20,0,24,20,18,0,0,16,4,19,0,16,8,4,16,9,4,4,4,6,26,2,8,0,0,2,0,2,0,4,0,4,0,0,0,0,18,0,18,0,4,4,0,4,0,12,0,0,6,6,10,0,4,6,0,0,0,0,0,0,0,12,0,8,0,0,0,2,0,8,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,82,34,28,2,6,10,16,10,22,27,32,358,10,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBE0003,516,4542,747,314,167,0,305,42,1092,49,150,1112,28,1790,991,1749,1518,704,690,33,365,829,43,398,218,470,71,137,364,326,333,348,857,782,0,721,189,1207,188,27,299,366,895,67,196,130,291,23,924,528,781,35,415,964,627,14,144,10,2,76,138,5,54,3,0,80,282,124,164,455,57,616,114,201,37,58,145,1,57,8,33,0,82,110,4,5,27,0,6,0,3,2,62,0,85,33,257,8,0,5,21,0,77,111,0,0,2,0,0,98,0,28,0,34,3,2,12,7,5,4,3,0,1,7,0,0,0,0,12,18,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,309,3328,2152,1324,103,352,1383,830,314,942,633,2229,1377,353,130,577,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
